"Codart","Nomart","Pcosto","Pventa","Exiact","Pricon","Segcon","Difer","Status","Sustiti","Observa","Procesado"
PFI-042,Pastilla freno izumi nissan sentra B14 moderna,4.45,8.23,10.0,10.0,0.0,0.0,C,MD-668,"",S
PFI-043,"Pastilla freno izumi fabia, octavia/02",5.67,10.58,21.0,21.0,0.0,0.0,C,MD-768,"",S
PFI-044,"Pastilla freno izumi terracan 2002,Sta. Fe 2000",5.91,11.03,4.0,4.0,0.0,0.0,C,MD-955,"",S
PFI-045,Pastilla freno izumi fiat uno,4.04,7.5,486.0,486.0,0.0,0.0,C,"3782-3","",S
PFI-046,Pastilla freno izumi chev.mini blazer 86-97,5.42,10.0,40.0,40.0,0.0,0.0,C,"7070A-D154","",S
PFI-047,Pastilla freno izumi ford 350-250,6.96,12.57,64.0,64.0,0.0,0.0,C,"7074-D120","",S
PFI-048,"Pastilla de freno izumi renault megane,laguna,feni",4.38,7.88,41.0,41.0,0.0,0.0,C,"7127-D207","",S
PFI-049,"Pastilla freno izumi toyota tercel1.3,ford fiesta",4.08,7.62,32.0,32.0,0.0,0.0,C,"7153-D242","",S
PFI-050,"Pastilla freno izumi toyota hice,hilux 85",5.1,9.04,69.0,69.0,0.0,0.0,C,"7205-D303","",S
PFI-051,Pastilla freno izumi cheyene grad blazer silverado,6.04,10.84,43.0,43.0,0.0,0.0,C,"7259-D369","",S
PFI-052,Pastilla freno izumi mazda mvp,5.3,9.53,25.0,25.0,0.0,0.0,C,"7317-D428","",S
PFI-053,"Pastilla freno izumi trooper v6,rodeo,luv3.2 post.",4.17,7.73,43.0,43.0,0.0,0.0,C,"7460-D580","",S
PFI-054,Pastilla freno izumi ford 100-150 /97-2000,6.34,11.4,38.0,38.0,0.0,0.0,C,"7558-D679","",S
PFI-055,Pastilla freno izumi chev.mini blazer 99-02,5.67,10.44,44.0,44.0,0.0,0.0,C,"7593-D726","",S
PFI-056,Pastilla freno izumi kia sportage 98/02,5.47,10.11,158.0,158.0,0.0,0.0,C,"7641-D774","",S
PFI-057,Pastilla freno izumi sta. fe post.,3.47,6.41,84.0,84.0,0.0,0.0,C,"7688-D863","",S
PFI-058,Pastilla freno izumi toyota yaris 1.5,4.1,7.64,37.0,37.0,0.0,0.0,C,"7704-D831","",S
PFI-059,Pastilla freno izumi ford explorer 2002,5.59,9.69,62.0,62.0,0.0,0.0,C,"7706-D833","",S
PFI-060,Pastilla freno izumi trainblazer 2002 dela.,6.51,11.72,48.0,48.0,0.0,0.0,C,"7759-D882","",S
PFI-061,Pastilla freno izumi traiblazer 2002 post.,5.13,9.23,38.0,38.0,0.0,0.0,C,"7760-D883","",S
PFI-062,"Pastilla freno izumi daewoo tacuma,chev optra",5.0,8.99,0.0,0.0,0.0,0.0,N,"7779-D902",,N
PFI-063,"Pastilla freno izumi chevitaxi,aveo,nubir,tacuma98",4.92,8.99,1.0,1.0,0.0,0.0,C,"96405129HC","",S
PFI-064,Pastilla freno izumi mazda 323 nx 89-98 nacional,4.51,8.13,0.0,0.0,0.0,0.0,N,A208WK,,N
PFI-065,"Pastilla freno izumi fabia,octavia post.",4.0,7.48,16.0,16.0,0.0,0.0,C,D340,"",S
PFI-066,Pastilla freno izumi kia preggio,6.81,12.26,184.0,74.0,182.0,0.0,N,MD-1116,"",S
PFI-067,Pastilla freno izumi mazda B2.6 inyecci�n,7.83,13.44,223.0,223.0,0.0,0.0,C,MD-216,"",S
PFI-068,Pastilla freno izumi peugeot 206,6.14,11.04,20.0,20.0,0.0,0.0,C,MDB-1960,"",S
PFI-069,"Pastilla freno izumi chev.spark,daewoo matiz",5.25,9.45,0.0,0.0,0.0,0.0,N,P10209M,,N
PFI-070,"Pastilla freno izumi lanos, matiz, spark",4.53,8.46,167.0,167.0,0.0,0.0,C,SP1086,"",S
PFI-071,Pastilla freno izumi new atoz,3.48,6.5,317.0,317.0,0.0,0.0,C,SP1149,"",S
PFI-072,Pastilla freno izumi hilux 2007,4.57,8.4,572.0,572.0,0.0,0.0,C,"04465-ok160","",S
PFI-073,Pastilla freno izumi mazda bt50 4x4 diesel,7.47,13.45,0.0,0.0,0.0,0.0,N,PSD5040,,N
PFI-074,Pastilla freno izumi tucson 2004,5.04,9.07,160.0,160.0,0.0,0.0,C,"58101-2EA20","",S
PFI-075,Pastilla freno izumi terracan 04/sonata/kia sporta,6.33,11.82,87.0,87.0,0.0,0.0,C,"58101-H1A00","",S
PFI-076,Pastilla freno izumi super carry van,4.23,7.9,78.0,78.0,0.0,0.0,C,A305WK,"",S
PFI-077,"Pastilla freno izumi new accent, rio exite",5.24,9.77,0.0,0.0,0.0,0.0,N,SP1186,,N
PFI-078,"Pastilla freno izumi kia rio, stylus",5.42,10.11,230.0,230.0,0.0,0.0,C,SD1164,"",S
PFI-079,Pastillo freno izumi kia picanto,5.13,9.58,170.0,168.0,168.0,0.0,N,SP1172,"",S
PFI-080,Pastilla freno izumi renault loga,5.36,10.0,408.0,408.0,0.0,0.0,C,SYL1343,"",S
PFI-081,Pastilla frenoizumi skoda felicia,5.18,9.66,663.0,663.0,0.0,0.0,C,P072M,"",S
PFI-082,"Pastilla freno izumi peugeot 506-clio92,megane 99",3.94,7.36,290.0,292.0,292.0,0.0,N,PF005,"",S
PFI-083,Pastilla freno izumi lada 2101/05/06,4.08,7.62,405.0,445.0,405.0,0.0,C,"3501090","",S
PFI-084,Pastilla freno izumi lada 2110,5.03,9.38,208.0,208.0,0.0,0.0,C,"3818-0","",S
POR-001,"Bobina captora racer, cielo regitar",3.0,5.4,89.0,89.0,0.0,0.0,C,RLX342,"",S
POR-002,Modulo electrico fiat uno regitar,16.8,32.0,170.0,170.0,0.0,0.0,C,FT001,"",S
POR-003,Modulo electrico san remo regitar,17.0,30.59,0.0,0.0,0.0,0.0,N,FD1989,,N
POR-004,Relay carga alternador lanos regitar,13.6,24.49,24.0,24.0,0.0,0.0,C,D276,"",S
POR-005,"Modulo electronico recer,cielo regitar",11.25,26.25,104.0,104.0,0.0,0.0,C,DM1980,"",S
POR-006,Modulo electrico excel regitar,24.0,43.2,16.0,16.0,0.0,0.0,C,M004HV,"",S
POR-007,Relay carga alternador daewoo cielo regitar,9.0,16.2,31.0,31.0,0.0,0.0,C,D694HD,"",S
POR-008,Relay carga alternador corsa-por,8.93,16.07,161.0,161.0,0.0,0.0,C,D701,"",S
POR-009,Silicona thomson greie 999-por,1.1,1.97,4.0,0.0,0.0,0.0,N,Z999,,N
POR-010,Regulador voltaje aveo por,14.25,33.0,211.0,211.0,0.0,0.0,C,D220007,"",S
POR-011,"Electroventilador matiz II,spark-por",27.0,58.5,23.0,22.0,23.0,0.0,C,AS96322939,"",S
POR-012,Electroventilador chevitaxi-por,30.0,60.0,68.0,66.0,66.0,0.0,N,AS96536666,"",S
POR-013,Electroventilador optra a/c-por,25.88,56.07,34.0,34.0,0.0,0.0,C,AS96553241,"",S
POR-014,Electroventilador optra radiador-por,26.96,58.41,31.0,31.0,0.0,0.0,C,AS96553242,"",S
POR-015,Filtro gasolina accent 1.5-por,3.53,5.88,0.0,0.0,0.0,0.0,N,F31911-22000,,N
POR-016,"Filtro gasolina cielo,racer,espero-por",3.0,5.6,42.0,42.0,0.0,0.0,C,F96130396,"",S
POR-017,"Filtro gasolina lanos,aveo,optra-por",2.5,4.68,353.0,353.0,0.0,0.0,C,F96335719D,"",S
POR-018,Filtro aceite spark-por,1.8,3.0,6.0,6.0,0.0,0.0,C,F96570765,"",S
POR-019,"Filtro aceite aveo, kalos, lanos-por",1.9,3.18,205.0,205.0,0.0,0.0,C,F96879797,"",S
POR-020,"Motor electrov.spark,matiz II-por",18.98,37.95,64.0,64.0,0.0,0.0,C,FM96322939,"",S
POR-021,Motor electrov.chevitaxi-por,18.98,37.95,98.0,98.0,0.0,0.0,C,FM96536666,"",S
POR-022,Motor electrov.accent-por,17.02,36.89,49.0,49.0,0.0,0.0,C,FM97786-22080,"",S
POR-023,Triceta aveo-por,3.97,8.05,0.0,0.0,0.0,0.0,N,TRI111,,N
POR-024,Electro universal 10`aspa recta-por,9.6,20.8,11.0,10.0,10.0,0.0,N,UF10,"",S
POR-025,Electro universal 12�aspa curva-por,10.05,21.78,277.0,278.0,278.0,0.0,N,UF12S,"",S
POR-026,Electro universal 14`aspa recta-por,10.5,22.75,82.0,82.0,0.0,0.0,C,UF14,"",S
POR-027,Cable bujias spark-por,5.0,8.33,0.0,0.0,0.0,0.0,N,WS96288956,,N
POR-028,Cable bujias optra-por,6.3,10.5,29.0,29.0,0.0,0.0,C,WS96450249,"",S
POR-029,Cable bujias optra-por,8.4,14.0,33.0,33.0,0.0,0.0,C,WS96460220,"",S
POR-030,Cable bujias aveo-por,6.3,10.5,2.0,2.0,0.0,0.0,C,WS96497773,"",S
POR-031,Junta homo.thompson aveo 1.4 c/abs /22x23x52,10.95,22.0,39.0,39.0,0.0,0.0,C,OP-831,"",S
POR-032,Kit reparacion inyectores (microfiltro),2.14,4.29,140.0,137.0,137.0,0.0,N,KIT002HP,"",S
POR-033,"Regulador Voltaje universal san remo,fiat,ford ele",4.05,8.1,179.0,179.0,0.0,0.0,C,F540E-1,"",S
RIZ-001,Rulim�n embrague izumi sk.felicia,5.46,10.92,5.0,5.0,0.0,0.0,C,C0096,"",S
RIZ-002,Rulim�n embrague izumi fiat uno,4.94,10.3,60.0,62.0,64.0,0.0,N,C00105,"",S
RIZ-003,Rulim�n rueda dela.izumi fiat uno,4.28,9.2,50.0,50.0,0.0,0.0,C,CR002,"",S
RIZ-004,Ruliman embrague corsa evolution,18.9,38.8,502.0,490.0,492.0,0.0,N,"2422061/5679332","",S
SK-1015,Trompo aceite felicia,0.94,1.66,35.0,30.0,26.0,0.0,N,"047 919 081","",S
SK-1024,Pi�on bomba aceite sk.,5.62,9.0,7.0,7.0,0.0,0.0,C,"","",S
SK-2002,Mesa suspensi�n izq. fav-form,13.75,22.0,0.0,0.0,0.0,0.0,N,"",,N
SK-2003,Mesa suspensi�n der. felicia 95,16.25,26.0,0.0,0.0,0.0,0.0,N,"",,N
SK-2008,--------------------------------------------------,0.92,1.48,0.0,0.0,0.0,0.0,N,,,N
SKT-001,Amortiguador dela. felicia,18.75,37.44,101.0,100.0,100.0,0.0,N,"6U6 413 031 B","",S
SKT-002,Abre pta. interior felicia der.,2.99,4.79,0.0,0.0,0.0,0.0,N,"6U0 837 221",,N
SKT-003,Axial bomba agua for-fav,2.41,4.4,1.0,0.0,0.0,0.0,N,"115 052 280",,N
SKT-004,"Caucho amor. gr. c�nica fav,fel,for",0.94,1.69,0.0,0.0,0.0,0.0,N,"6U0 512 335",,N
SKT-005,"Caucho amor. peq. conica fav.fel,form",1.12,2.01,0.0,0.0,0.0,0.0,N,"6U0 512 333",,N
SKT-006,Base sup. amort. metalico sk. todos,2.08,3.75,0.0,0.0,0.0,0.0,N,"6U0 412 323",,N
SKT-007,Bayoneta medir aceite favorit forman,0.54,0.97,0.0,0.0,0.0,0.0,N,"115 040 393",,N
SKT-008,Buje punta suspensi�n favorit,1.4,2.51,0.0,0.0,0.0,0.0,N,"115 422 291",,N
SKT-009,Bocin plato sus. c/abraza. favorit,1.98,3.58,7.0,7.0,0.0,0.0,C,"115 422 292","",S
SKT-010,Bomba gasolina favorit felicia 1.3,9.69,17.3,192.0,198.0,192.0,0.0,C,"047 127 023","",S
SKT-011,"Boya tanque gasolina fav,fel,for",6.81,12.27,0.0,0.0,0.0,0.0,N,"6U0 919 181 B",,N
SKT-012,"Medias lunas direccion fav,fel,for",0.33,0.6,205.0,205.0,0.0,0.0,C,"007 350 278 E","",S
SKT-013,Caja direccion sk. todos,33.97,67.95,18.0,20.0,20.0,0.0,N,"6U1 422 051 B","",S
SKT-014,"Chapa biela 0. 50 fav,fel,for",3.54,6.38,2.0,0.0,0.0,0.0,N,"047 105 701 D",,N
SKT-015,Chapa biela 0. 75 sk. todos,4.36,6.97,0.0,0.0,0.0,0.0,N,"113 010 483",,N
SKT-016,Cilindro principal freno favorit,12.86,22.01,85.0,85.0,0.0,0.0,C,"115 595 015","",S
SKT-017,"Empaque cabezote fav,fel,for",1.76,3.15,0.0,0.0,0.0,0.0,C,"047 103 383 D","",S
SKT-018,"Empaque carter fav, fel, fab 1.4",0.87,1.56,20.0,19.0,19.0,0.0,N,"047 103 609","",S
SKT-019,"Empaque multiple fav,fel,for",1.23,2.21,0.0,0.0,0.0,0.0,N,"047 129 717 A",,N
SKT-020,"Empaque tapa valvula fav,fel,for,fab 1.4",0.54,0.97,197.0,195.0,195.0,0.0,N,"047 103 483","",S
SKT-021,Espiral dela. sk. todos,6.52,13.05,56.0,49.0,58.0,0.0,N,"115 450 300","",S
SKT-022,Filtro aire felicia,2.4,3.84,0.0,0.0,0.0,0.0,N,"115 946 205",,N
SKT-023,"Guardapolvo p/cambio fav,fel,for",0.93,1.66,21.0,21.0,0.0,0.0,C,"6U0 711 115","",S
SKT-024,"Guardapolvo punta eje fav,fel,for",1.76,3.15,184.0,184.0,0.0,0.0,C,"6U0 407 283","",S
SKT-025,"Guardapolvo punta interna fav,fel,for",1.47,2.63,191.0,192.0,192.0,0.0,N,"6U0 407 285","",S
SKT-026,Swich luz media felicia,2.22,4.0,35.0,4.0,36.0,0.0,N,"6U0 941 503 A","",S
SKT-027,Swich luz halogena felicia,3.44,5.5,0.0,0.0,0.0,0.0,N,"6U0 941 733 A",,N
SKT-028,Inyector carburador sk. todos,1.22,2.19,0.0,0.0,0.0,0.0,N,"115 940 351",,N
SKT-029,Manubrio subir vidrio (plomo)felicia,2.62,4.2,0.0,0.0,0.0,0.0,N,"097 356 209",,N
SKT-030,Manubrio subir vidrio negro felicia,1.06,1.7,0.0,0.0,0.0,0.0,N,"115 989 100",,N
SKT-031,"Manzana rda. dela. fav,fel,for",6.92,13.66,0.0,0.0,0.0,0.0,N,"6U0 407 615 A",,N
SKT-032,Masa motor arran. fav-form cami 95,27.57,44.12,0.0,0.0,0.0,0.0,N,"115 904 130",,N
SKT-033,"Modulo electronico fav,fel,for",8.06,16.05,14.0,15.0,15.0,0.0,N,"115 915 080","",S
SKT-034,Palanca luces felicia,5.88,10.72,25.0,25.0,0.0,0.0,C,"6U0 953 521","",S
SKT-035,"Perno rueda fav,fel,for",0.4,0.72,0.0,0.0,0.0,0.0,N,"6U0 601 139 A",,N
SKT-036,"Jgo. pi�on/pin bomba aceite fav,fel,for",4.24,7.64,0.0,0.0,0.0,0.0,N,"047 115 115 C",,N
SKT-037,"Relay alternadorfav,fel,for",3.27,5.89,1.0,1.0,0.0,0.0,C,"115 901 253","",S
SKT-038,Ruliman amortiguador del. sk. todos,1.16,2.08,0.0,0.0,0.0,0.0,N,"6U0 412 249",,N
SKT-039,Ruliman caja direccion sk. todos,2.78,4.45,0.0,0.0,0.0,0.0,N,"002 311 132 ",,N
SKT-040,Tambor freno sk. todos,22.9,36.64,0.0,0.0,0.0,0.0,N,"6U0 501 615 B",,N
SKT-041,"Deposito agua radiador fav,fel,for",4.05,7.28,1.0,0.0,0.0,0.0,N,"6U0 121 403",,N
SKT-042,Tapa distribuidor c/pupo felicia,1.92,3.81,0.0,5.0,5.0,0.0,N,"004 026 254 A","",S
SKT-043,Tapa distribuidor fav-form,2.29,4.04,0.0,0.0,0.0,0.0,N,"113 911 052",,N
SKT-044,Tapa tanque gasolina felicia,3.69,5.82,129.0,129.0,0.0,0.0,C,"6U0 201 553","",S
SKT-045,"Chapa biela std fav,fel,for",3.15,5.88,0.0,4.0,4.0,0.0,N,"047 105 701","",S
SKT-046,Base electroventilador fabia,6.66,12.0,19.0,19.0,0.0,0.0,C,"6Q0 121 206 F","",S
SKT-047,Abre pta. interior felicia izq.,2.99,4.79,0.0,0.0,0.0,0.0,N,"6U0 837 222",,N
SKT-048,"Chapa bancada 0. 25 fav,fel,for",4.08,7.28,7.0,7.0,0.0,0.0,C,"047 105 561 D","",S
SKT-049,Contacto swich felicia,3.71,6.68,0.0,0.0,0.0,0.0,N,"6U0 905 851 B",,N
SKT-050,"Toma agua c/termostato felicia,polo 1.4",4.56,8.2,0.0,0.0,0.0,0.0,N,"047 121 121 A",,N
SKT-051,Boya carburador sk. todos,0.52,0.94,0.0,0.0,0.0,0.0,N,"115 940 201",,N
SKT-052,Base c/c post. gr. (riostra) felicia,5.22,9.4,0.0,0.0,0.0,0.0,N,"6U0 199 427 ",,N
SKT-053,Eje direccional izq. fav - fel,9.46,15.14,0.0,0.0,0.0,0.0,N,"115 420 212",,N
SKT-054,"Terminal direccion fav,fel,for",2.52,5.04,236.0,236.0,0.0,0.0,C,"6U0 422 811","",S
SKT-055,"Rotula inferior fav,fel, forman",2.33,4.65,323.0,311.0,311.0,0.0,N,"6U0 407 365","",S
SKT-056,"Bocin direccion redondo fav,fel,for",0.36,0.59,418.0,418.0,0.0,0.0,C,"114 508 060","",S
SKT-057,Kit guadapolvo punta eje fabia-polo 1.2/1.4,3.88,7.0,0.0,0.0,0.0,0.0,N,"6Q0 498 203 A",,N
SKT-058,Reparacion cilindro rueda fav-form,2.3,3.68,0.0,0.0,0.0,0.0,N,"6U0 698 471",,N
SKT-059,Cable freno mano felicia,4.0,6.4,0.0,0.0,0.0,0.0,N,"6U0 609 721",,N
SKT-060,Bobina captora fav-fel-pick-up 1.3,2.25,4.41,200.0,196.0,196.0,0.0,N,"115 911 151","",S
SKT-061,"Buje tren post. fav,fel,for",1.53,2.76,40.0,30.0,30.0,0.0,N,"6U0 501 541","",S
SKT-062,"Manguera radiador sup. fav,fel",2.66,4.77,73.0,63.0,63.0,0.0,N,"6U0 121 101  ","",S
SKT-063,Manguera freno dela. felicia,2.52,4.55,0.0,0.0,0.0,0.0,N,"6U0 611 701 A",,N
SKT-064,Base c/c (sarten) sk. todos,4.42,8.35,109.0,108.0,108.0,0.0,N,"115 002 491","",S
SKT-065,Buje soporte motor (sarten) sk. todos,3.54,6.06,9.0,9.0,0.0,0.0,C,"115 002 282","",S
SKT-066,Empaque tapa aceite sk. todos,0.54,0.97,0.0,28.0,27.0,0.0,N,"047 103 487","",S
SKT-067,Filtro aire octavia (rectangular),5.8,9.28,0.0,0.0,0.0,0.0,N,"150 129 620",,N
SKT-068,Filtro gasolina octavia,5.06,8.99,0.0,0.0,0.0,0.0,N,"1J0 201 511 A",,N
SKT-069,Rotula inferior izq. octavia,5.73,9.17,0.0,0.0,0.0,0.0,N,"1J0 407 366 C",,N
SKT-070,Rotula inferior der. octavia-audi A4-Golf 2000/04,5.73,9.17,0.0,0.0,0.0,0.0,N,"1J0 407 365 C",,N
SKT-071,Mesa suspensi�n izq. octavia,26.54,42.47,0.0,0.0,0.0,0.0,N,"1J0 407 152 BR",,N
SKT-072,Mesa suspensi�n der. octavia,26.54,42.47,0.0,0.0,0.0,0.0,N,"1J0 407 151 BL",,N
SKT-073,Amortiguador cajuela fabia,4.77,8.59,2.0,3.0,3.0,0.0,N,"6Y0 827 550 C","",S
SKT-074,Terminal direccion izq. octavia,3.62,7.99,0.0,0.0,0.0,0.0,N,"1J0 422 811 B",,N
SKT-075,Filtro aire rectangular octavia,2.5,4.5,3.0,3.0,0.0,0.0,C,"1J0 129 620","",S
SKT-076,Terminal direccion izq. fabia,3.91,5.76,46.0,31.0,31.0,0.0,N,"6Q0 423 811","",S
SKT-077,Terminal direccion der. fabia,3.2,5.76,36.0,55.0,55.0,0.0,N,"6Q0 423 812","",S
SKT-078,Empaque cabezote fabia,4.99,7.99,0.0,0.0,0.0,0.0,N,"038 103 383 BL",,N
SKT-079,Empaque tapa valvula octavia 1.6/1./2.0 golf,1.78,3.5,149.0,149.0,0.0,0.0,C,"051 103 483 A","",S
SKT-080,"Trompo temperatura fav,for,fel",0.99,1.79,11.0,11.0,0.0,0.0,C,"6U0 919 501 A","",S
SKT-081,"Trompo electro. 85/80 fav,for,fel",2.66,4.77,10.0,10.0,0.0,0.0,C,"6U0 959 481 E","",S
SKT-082,Vidrio faro dela. izq. fav-form camio 95,3.72,5.95,0.0,0.0,0.0,0.0,N,"115 920 200",,N
SKT-083,Vidrio faro dela. der. fav-form cami. 95,3.72,5.95,0.0,0.0,0.0,0.0,N,"115 920 201",,N
SKT-084,Vidrio faro dela. izq. felicia 97,4.0,6.4,1.0,0.0,0.0,0.0,N,"6U1 941 017 A",,N
SKT-085,Vidrio faro dela. der. felicia 97,4.0,6.4,5.0,0.0,0.0,0.0,N,"6U1 941 018 A",,N
SKT-086,Faro completo der. felicia 97,24.4,39.04,0.0,0.0,0.0,0.0,N,"6U1 941 017",,N
SKT-087,Faro completo izq. felicia 97,24.4,39.04,0.0,0.0,0.0,0.0,N,"6U1 941 018",,N
SKT-088,Motor arranque felicia,56.9,113.79,2.0,2.0,0.0,0.0,C,"6U0 911 023 B","",S
SKT-089,Filtro combustible octavia 4 bar,21.22,34.39,9.0,9.0,0.0,0.0,C,"6Q0 201 051 C","",S
SKT-090,Reten varilla selectora fel 95/1.3,0.49,0.84,146.0,146.0,0.0,0.0,C,"002 301 227","",S
SKT-091,Reten cigue�al del. todos sk,0.82,1.65,18.0,19.0,19.0,0.0,N,"047 103 085","",S
SKT-092,Reten diferencial sk. todos,0.78,1.37,15.0,15.0,0.0,0.0,C,"002 301 227 E","",S
SKT-093,"Jgo. camisas piston y rines fav,for,fel",67.59,121.39,0.0,0.0,0.0,0.0,N,"115 000 311",,N
SKT-094,Base amortiguador dela.c�nica fav. fel,0.81,1.49,28.0,48.0,48.0,0.0,N,"6U0 412 355","",S
SKT-095,Electroven. peq. a/c masa ancha fabia/05 pol,27.1,47.57,3.0,0.0,0.0,0.0,N,"6Q0 959 455 J",,N
SKT-096,"Rotor distribuidor fav,for,fel",0.76,1.37,0.0,1.0,2.0,0.0,N,"113 911 400","",S
SKT-097,Masa motor arranque felicia,17.34,31.22,0.0,0.0,0.0,0.0,N,"047 911 311",,N
SKT-098,Sincronizador peque�o. sk.,2.08,3.33,0.0,0.0,0.0,0.0,N,"002 311 247",,N
SKT-099,Sincronizador grande sk.,2.08,3.33,0.0,0.0,0.0,0.0,N,"002 311 295",,N
SKT-100,Trompo retro fav-form pick-up,0.87,1.71,83.0,83.0,0.0,0.0,C,"115 939 031","",S
SKT-101,Automatico arranque felicia,9.01,16.8,215.0,217.0,217.0,0.0,N,"047 911 287","",S
SKT-102,"Brida distrib.agua motor octavia 1.9 agr, fabia",2.46,4.42,2.0,0.0,0.0,0.0,N,"038 121 132 C",,N
SKT-103,Base c/c redonda fav-form,2.4,4.22,1.0,1.0,0.0,0.0,C,"115 202 280","",S
SKT-104,Bayoneta mediar aceite felicia 98/95,0.81,1.47,8.0,8.0,0.0,0.0,C,"047 115 611 E","",S
SKT-105,"Articulacion fav,for,fel",3.47,6.6,55.0,55.0,0.0,0.0,C,"007 350 278 N","",S
SKT-106,"Cable embrague fav,for",3.34,6.01,71.0,0.0,71.0,0.0,C,"6U0 721 335 A","",S
SKT-107,Cable embrague felicia,3.14,5.64,0.0,0.0,0.0,0.0,N,"6U0 721 335",,N
SKT-108,Cable velocimetro felicia,2.49,4.48,0.0,0.0,0.0,0.0,N,"6U0 957 785",,N
SKT-109,Camisas 75. 5 sk. todos,32.64,59.81,0.0,0.0,0.0,0.0,N,"047 103 321 D",,N
SKT-110,Cremallera fav-form,13.36,21.38,0.0,0.0,0.0,0.0,N,"115 500 280",,N
SKT-111,Empaque cabezote 3 cilindros fabia  1.2,10.38,18.68,44.0,44.0,0.0,0.0,C,"03E 103 383 F","",S
SKT-112,"Distribuidor fav,for,fel",18.72,37.44,169.0,167.0,167.0,0.0,N,"115 911 000","",S
SKT-113,Jgo. cable bujias fav-form camion. 95,4.09,7.07,0.0,0.0,0.0,0.0,N,"115 093 592",,N
SKT-114,Medias lunas cigue�al sk. todos,0.77,1.37,0.0,0.0,0.0,0.0,N,"047 105 635 A",,N
SKT-115,Mesa suspensi�n izqr. fav-form ,14.82,27.45,46.0,47.0,47.0,0.0,N,"115 420 023","",S
SKT-116,Mesa suspensi�n der. fav-for,14.03,27.45,29.0,28.0,28.0,0.0,N,"115 420 024","",S
SKT-117,Mesa suspensi�n fel.98 izq. ,22.16,37.96,0.0,0.0,0.0,0.0,N,"6U0 407 151 A",,N
SKT-118,Mesa suspensi�n fel.98 der. ,22.39,37.96,0.0,0.0,0.0,0.0,N,"6U0 407 152 A",,N
SKT-119,"Ruliman embrague fav,for,fel",5.73,10.53,79.0,79.0,0.0,0.0,C,"002 141 165 C","",S
SKT-120,Base c/c redonda felicia,2.4,4.22,0.0,0.0,0.0,0.0,N,"6U0 199 555",,N
SKT-121,Cinta volante motor sk. todos,5.73,9.17,0.0,0.0,0.0,0.0,N,"115 010 351",,N
SKT-122,"Jgo. anillo camisas fav, fel, form",0.19,2.57,0.0,0.0,0.0,0.0,N,"047 103 147 B",,N
SKT-123,Tapa aceite fav-for-fel,0.78,1.42,7.0,12.0,12.0,0.0,N,"047 103 485","",S
SKT-124,Porta distribuidor sk. todos,4.09,7.86,36.0,142.0,36.0,0.0,C,"047 115 260 A","",S
SKT-125,Kit embrague todos sk,33.49,66.99,81.0,81.0,0.0,0.0,C,"047 141 001","",S
SKT-126,Carbon motor arranque sk. todos,1.49,2.38,0.0,0.0,0.0,0.0,N,"110 904 301",,N
SKT-127,"Kit distribucion comp.fav,for,fel hasta 97",11.85,21.87,257.0,257.0,0.0,0.0,C,"6U0 198 026","",S
SKT-128,Jgo.valvula adm. y escp. felicia 98 3 canal.,14.39,23.02,0.0,0.0,0.0,0.0,N,"047 198 601/611",,N
SKT-129,Guardapolvo cremallera largo octavia golf,3.14,5.64,0.0,0.0,0.0,0.0,N,"1J0 422 831 B",,N
SKT-130,"Bomba agua fav,for,fel 1 canal ",14.87,29.46,175.0,174.0,174.0,0.0,N,"047 121 011 A","",S
SKT-131,Guia direcc. esquinera izq. felicia,2.5,4.5,0.0,0.0,0.0,0.0,N,"6U0 953 041 A",,N
SKT-132,Guia direcc. esquinera der. felicia,2.5,4.5,0.0,0.0,0.0,0.0,N,"6U0 953 042 A",,N
SKT-133,Automatico arranque fav-form,10.81,19.13,22.0,22.0,0.0,0.0,C,"115 904 010","",S
SKT-134,Bomba agua fabia 1.4,24.21,48.42,139.0,139.0,0.0,0.0,C,"047 121 013 R","",S
SKT-135,"Chapa bancada 0. 50 fav,for,fel vika",3.92,6.3,69.0,69.0,0.0,0.0,C,"047 105 561 E","",S
SKT-136,Porta termostato forman 95,2.97,5.88,105.0,105.0,0.0,0.0,C,"115 052 010","",S
SKT-137,Sin fin forman- favorit,6.0,9.6,0.0,4.0,0.0,0.0,N,"115 500 272","",S
SKT-138,"Diafragma carburador fav,for,fel",2.23,3.92,220.0,220.0,0.0,0.0,C,"115 940 510","",S
SKT-139,"Tapa depo. agua radiador fav,for,fel",0.99,1.79,0.0,0.0,0.0,0.0,N,"6U0 121 321 A",,N
SKT-140,Manzana rda. post. sk. todos,2.92,48.83,0.0,0.0,0.0,0.0,N,,,N
SKT-141,"Sello valvula fav,for,fel unidad",0.2,0.4,96.0,92.0,95.0,0.0,N,"047 109 675 A","",S
SKT-142,Sin fin felicia sk.,10.98,17.57,4.0,0.0,4.0,0.0,C,"007 350 278 C","",S
SKT-143,Bomba freno felicia- golf,12.62,25.23,0.0,0.0,0.0,0.0,N,"6U0 611 019",,N
SKT-144,Amortiguador post. favorit,19.94,36.86,1.0,1.0,0.0,0.0,C,"115 395 001","",S
SKT-145,Amortiguador post. felicia,19.83,35.7,1.0,0.0,1.0,0.0,C,"6U6 513 031","",S
SKT-146,Aspa electroventilador sk. todos,2.78,4.99,26.0,27.0,27.0,0.0,N,"115 050 200","",S
SKT-147,Axial bomba agua felicia,2.49,4.3,0.0,1.0,1.0,0.0,N,"047 199 214","",S
